,name,artist,album,genre,release_date,length,acousticness,danceability,instrumentalness,loudness,liveness,tempo,energy,speechiness,valence,time_signature,popularity,popularity_2
335,Alive,Sia,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6hN9F0iuULZYWXppob22Aj'}, 'href': 'https://api.spotify.com/v1/artists/6hN9F0iuULZYWXppob22Aj', 'id': '6hN9F0iuULZYWXppob22Aj', 'name': 'Simple Minds', 'type': 'artist', 'uri': 'spotify:artist:6hN9F0iuULZYWXppob22Aj'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/4YimfceN1R0nOS9CefIFhm'}, 'href': 'https://api.spotify.com/v1/albums/4YimfceN1R0nOS9CefIFhm', 'id': '4YimfceN1R0nOS9CefIFhm', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735695a657aef0e81bde0c6001', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e025695a657aef0e81bde0c6001', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048515695a657aef0e81bde0c6001', 'width': 64}], 'name': 'Once Upon A Time (Super Deluxe)', 'release_date': '1985', 'release_date_precision': 'year', 'total_tracks': 47, 'type': 'album', 'uri': 'spotify:album:4YimfceN1R0nOS9CefIFhm'}",australian dance,2015,264,0.0753,51,1.5e-05,-4,11,100,76,5,44,4,61,70
336,Sugar (feat. Francesco Yates),Robin Schulz,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S'}, 'href': 'https://api.spotify.com/v1/artists/3t5xRXzsuZmMDkQzgOX35S', 'id': '3t5xRXzsuZmMDkQzgOX35S', 'name': 'Robin Schulz', 'type': 'artist', 'uri': 'spotify:artist:3t5xRXzsuZmMDkQzgOX35S'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/5XyJzEROSmup2TcWmVjTIt'}, 'href': 'https://api.spotify.com/v1/albums/5XyJzEROSmup2TcWmVjTIt', 'id': '5XyJzEROSmup2TcWmVjTIt', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2733c9047f9aa5d0d1e03827039', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e023c9047f9aa5d0d1e03827039', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048513c9047f9aa5d0d1e03827039', 'width': 64}], 'name': 'Sugar', 'release_date': '2015-09-25', 'release_date_precision': 'day', 'total_tracks': 15, 'type': 'album', 'uri': 'spotify:album:5XyJzEROSmup2TcWmVjTIt'}",dance pop,2015,219,0.0185,64,0,-5,16,123,82,6,64,4,60,84
337,Been You,Justin Bieber,,canadian pop,2015,199,,74,,-6,32,113,78,7,86,,60,
338,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,,french indie pop,2015,189,,76,,-5,62,123,89,3,78,,58,
339,See You Again (feat. Charlie Puth),Wiz Khalifa,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3itU7u5veTXWqiQ00JBlsM'}, 'href': 'https://api.spotify.com/v1/artists/3itU7u5veTXWqiQ00JBlsM', 'id': '3itU7u5veTXWqiQ00JBlsM', 'name': 'Once Jamison', 'type': 'artist', 'uri': 'spotify:artist:3itU7u5veTXWqiQ00JBlsM'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/3z9l0pMoNJJ9hrQbPCTCFP'}, 'href': 'https://api.spotify.com/v1/albums/3z9l0pMoNJJ9hrQbPCTCFP', 'id': '3z9l0pMoNJJ9hrQbPCTCFP', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273749526395fd1c43f073f5ad8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02749526395fd1c43f073f5ad8', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851749526395fd1c43f073f5ad8', 'width': 64}], 'name': 'See You Again (Wiz Khalifa Covers)', 'release_date': '2015-07-29', 'release_date_precision': 'day', 'total_tracks': 7, 'type': 'album', 'uri': 'spotify:album:3z9l0pMoNJJ9hrQbPCTCFP'}",hip hop,2015,230,0.445,69,1.96e-05,-8,6,80,48,8,28,4,56,16
340,Heroes (we could be),Alesso,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t'}, 'href': 'https://api.spotify.com/v1/artists/4AVFqumd2ogHFlRbKIjp1t', 'id': '4AVFqumd2ogHFlRbKIjp1t', 'name': 'Alesso', 'type': 'artist', 'uri': 'spotify:artist:4AVFqumd2ogHFlRbKIjp1t'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/0tRVSbmOwilUucqjzU0fQw'}, 'href': 'https://api.spotify.com/v1/albums/0tRVSbmOwilUucqjzU0fQw', 'id': '0tRVSbmOwilUucqjzU0fQw', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b804bbd11f864902d452b3a7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b804bbd11f864902d452b3a7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b804bbd11f864902d452b3a7', 'width': 64}], 'name': 'Forever', 'release_date': '2015-05-26', 'release_date_precision': 'day', 'total_tracks': 14, 'type': 'album', 'uri': 'spotify:album:0tRVSbmOwilUucqjzU0fQw'}",big room,2015,210,0.0305,52,0,-4,24,126,75,6,35,4,56,78
341,"Feel The Light - From The ""Home"" Soundtrack",Jennifer Lopez,,dance pop,2015,292,,47,,-6,9,156,60,5,4,,55,
342,Perfect,One Direction,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4AK6F7OLvEQ5QYCBNiQWHq'}, 'href': 'https://api.spotify.com/v1/artists/4AK6F7OLvEQ5QYCBNiQWHq', 'id': '4AK6F7OLvEQ5QYCBNiQWHq', 'name': 'One Direction', 'type': 'artist', 'uri': 'spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/2rRZQhPP68jHhLF9V7yiJJ'}, 'href': 'https://api.spotify.com/v1/albums/2rRZQhPP68jHhLF9V7yiJJ', 'id': '2rRZQhPP68jHhLF9V7yiJJ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734ff9fd68ec4b1eee78be04a2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e024ff9fd68ec4b1eee78be04a2', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048514ff9fd68ec4b1eee78be04a2', 'width': 64}], 'name': 'Remixes - EP', 'release_date': '2010-11-29', 'release_date_precision': 'day', 'total_tracks': 14, 'type': 'album', 'uri': 'spotify:album:2rRZQhPP68jHhLF9V7yiJJ'}",boy band,2015,230,0.0342,65,0,-5,12,100,82,8,40,4,55,91
343,Ghosttown,Madonna,,dance pop,2015,250,,54,,-7,12,79,55,4,9,,54,
344,Bang My Head (feat. Sia & Fetty Wap),David Guetta,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7rB4hzbbTjvLPXwh6uVxPI'}, 'href': 'https://api.spotify.com/v1/artists/7rB4hzbbTjvLPXwh6uVxPI', 'id': '7rB4hzbbTjvLPXwh6uVxPI', 'name': 'Backing Force', 'type': 'artist', 'uri': 'spotify:artist:7rB4hzbbTjvLPXwh6uVxPI'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/1NThRkiCxzeoEAKpOx235L'}, 'href': 'https://api.spotify.com/v1/albums/1NThRkiCxzeoEAKpOx235L', 'id': '1NThRkiCxzeoEAKpOx235L', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738975b7f6f5ccbba7ca23f489', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028975b7f6f5ccbba7ca23f489', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518975b7f6f5ccbba7ca23f489', 'width': 64}], 'name': 'Karaoke Dance Club Hit Mix - 2015 - Vol. 7', 'release_date': '2016-01-22', 'release_date_precision': 'day', 'total_tracks': 15, 'type': 'album', 'uri': 'spotify:album:1NThRkiCxzeoEAKpOx235L'}",dance pop,2015,193,0.00741,60,0.679,-4,10,108,87,8,59,4,54,19
345,Bloodstream,Ed Sheeran,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V'}, 'href': 'https://api.spotify.com/v1/artists/6eUKZXaKkcviH0Ku9w2n3V', 'id': '6eUKZXaKkcviH0Ku9w2n3V', 'name': 'Ed Sheeran', 'type': 'artist', 'uri': 'spotify:artist:6eUKZXaKkcviH0Ku9w2n3V'}], 'available_markets': ['AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LT', 'LU', 'LV', 'MA', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/1xn54DMo2qIqBuMqHtUsFd'}, 'href': 'https://api.spotify.com/v1/albums/1xn54DMo2qIqBuMqHtUsFd', 'id': '1xn54DMo2qIqBuMqHtUsFd', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0213b3e37318a0c247b550bccd', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485113b3e37318a0c247b550bccd', 'width': 64}], 'name': 'x (Deluxe Edition)', 'release_date': '2014-06-21', 'release_date_precision': 'day', 'total_tracks': 16, 'type': 'album', 'uri': 'spotify:album:1xn54DMo2qIqBuMqHtUsFd'}",pop,2015,309,0.529,48,0.000294,-6,6,89,59,5,27,4,52,92
346,Living For Love,Madonna,,dance pop,2015,219,,67,,-5,25,123,79,9,39,,52,
347,Baby Don't Lie,Gwen Stefani,,dance pop,2015,203,,69,,-5,10,100,55,3,26,,52,
348,Don't Be so Hard on Yourself,Jess Glynne,,dance pop,2015,211,,57,,-3,16,120,82,3,66,,52,
349,Steal My Girl,One Direction,,boy band,2015,227,,47,,-6,14,77,76,4,52,,51,
350,"Celebrate (From the Original Motion Picture ""Penguins of Madagascar"")",Pitbull,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0TnOYISbd1XYRBk9myaseg'}, 'href': 'https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg', 'id': '0TnOYISbd1XYRBk9myaseg', 'name': 'Pitbull', 'type': 'artist', 'uri': 'spotify:artist:0TnOYISbd1XYRBk9myaseg'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/4EUf4YyNjuXypWY6W5wEDm'}, 'href': 'https://api.spotify.com/v1/albums/4EUf4YyNjuXypWY6W5wEDm', 'id': '4EUf4YyNjuXypWY6W5wEDm', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731e340d1480e7bb29a45e3bd7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021e340d1480e7bb29a45e3bd7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511e340d1480e7bb29a45e3bd7', 'width': 64}], 'name': 'Globalization', 'release_date': '2014-11-21', 'release_date_precision': 'day', 'total_tracks': 11, 'type': 'album', 'uri': 'spotify:album:4EUf4YyNjuXypWY6W5wEDm'}",dance pop,2015,193,0.0136,68,1.45e-05,-3,6,127,85,6,93,4,50,85
351,We Are Here,Alicia Keys,,hip pop,2015,285,,64,,-6,8,93,67,4,8,,49,
352,St Jude,Florence + The Machine,,art pop,2015,225,,26,,-11,11,117,43,3,9,,47,
353,Yesterday (feat. Bebe Rexha),David Guetta,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai'}, 'href': 'https://api.spotify.com/v1/artists/1Cs0zKBU1kc0i8ypK3B9ai', 'id': '1Cs0zKBU1kc0i8ypK3B9ai', 'name': 'David Guetta', 'type': 'artist', 'uri': 'spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai'}], 'available_markets': ['US'], 'external_urls': {'spotify': 'https://open.spotify.com/album/3UEEPh5wsdhP7SKC31yvhu'}, 'href': 'https://api.spotify.com/v1/albums/3UEEPh5wsdhP7SKC31yvhu', 'id': '3UEEPh5wsdhP7SKC31yvhu', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27322f21ef4e9da48c31170a418', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0222f21ef4e9da48c31170a418', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485122f21ef4e9da48c31170a418', 'width': 64}], 'name': 'Listen (Deluxe)', 'release_date': '2014-11-24', 'release_date_precision': 'day', 'total_tracks': 18, 'type': 'album', 'uri': 'spotify:album:3UEEPh5wsdhP7SKC31yvhu'}",dance pop,2015,243,0.0242,57,6.66e-05,-4,33,128,78,3,28,4,46,87
354,Time of Our Lives,Pitbull,,dance pop,2015,229,,72,,-6,69,124,80,6,72,,45,
355,Sparks,Hilary Duff,,dance pop,2015,186,,85,,-5,10,122,88,6,79,,44,
356,Mr. Put It Down,Ricky Martin,,dance pop,2015,196,,80,,-6,4,128,78,18,83,,42,
357,Legendary Lovers,Katy Perry,,dance pop,2015,224,,62,,-5,8,126,84,8,39,,41,
358,Spark The Fire,Gwen Stefani,,dance pop,2015,202,,88,,-4,20,120,80,6,54,,39,
359,Run Run Run,Kelly Clarkson,,dance pop,2015,273,,28,,-7,11,112,37,4,8,,36,
360,Let Me Be Your Lover,Enrique Iglesias,,dance pop,2015,238,,72,,-4,6,112,90,13,88,,34,
361,Dangerous,Jennifer Hudson,,dance pop,2015,255,,90,,-5,8,109,53,5,65,,18,
362,L.A.LOVE (la la),Fergie,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3r17AfJCCUqC9Lf0OAc73G'}, 'href': 'https://api.spotify.com/v1/artists/3r17AfJCCUqC9Lf0OAc73G', 'id': '3r17AfJCCUqC9Lf0OAc73G', 'name': 'Fergie', 'type': 'artist', 'uri': 'spotify:artist:3r17AfJCCUqC9Lf0OAc73G'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/7Ff7he6c7fzyMhAakcoD2e'}, 'href': 'https://api.spotify.com/v1/albums/7Ff7he6c7fzyMhAakcoD2e', 'id': '7Ff7he6c7fzyMhAakcoD2e', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a34c13f919154e4f73ccd48c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a34c13f919154e4f73ccd48c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a34c13f919154e4f73ccd48c', 'width': 64}], 'name': 'Double Dutchess', 'release_date': '2017-09-22', 'release_date_precision': 'day', 'total_tracks': 13, 'type': 'album', 'uri': 'spotify:album:7Ff7he6c7fzyMhAakcoD2e'}",dance pop,2015,193,0.0186,48,0,-8,26,202,39,9,27,4,0,72
363,The Hills,The Weeknd,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/6JoPCMcyZrZ70diS45qE1i'}, 'href': 'https://api.spotify.com/v1/albums/6JoPCMcyZrZ70diS45qE1i', 'id': '6JoPCMcyZrZ70diS45qE1i', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738e6184189c5e099f5c546500', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028e6184189c5e099f5c546500', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518e6184189c5e099f5c546500', 'width': 64}], 'name': 'The Hills Remixes', 'release_date': '2015-10-11', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:6JoPCMcyZrZ70diS45qE1i'}",canadian contemporary r&b,2016,242,0.0673,58,0,-7,14,113,56,5,14,4,84,95
